,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.76,0.0,0.0,0.1,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.04,0.0,0.02,0.0,0.0,0.01
1,0.01,0.78,0.01,0.11,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.01
2,0.01,0.0,0.77,0.1,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.0,0.01,0.01
3,0.00980392156862745,0.0,0.11764705882352941,0.7058823529411764,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.0392156862745098,0.0,0.0196078431372549,0.0,0.0,0.00980392156862745
4,0.01020408163265306,0.0,0.12244897959183672,0.01020408163265306,0.7448979591836734,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.03061224489795918,0.0,0.03061224489795918,0.0,0.0,0.0
5,0.0,0.01,0.09,0.0,0.0,0.79,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.01
6,0.009900990099009901,0.009900990099009901,0.07920792079207921,0.009900990099009901,0.0,0.009900990099009901,0.7623762376237624,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.019801980198019802,0.0,0.0,0.009900990099009901
7,0.02040816326530612,0.0,0.10204081632653061,0.0,0.0,0.01020408163265306,0.0,0.826530612244898,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.0
8,0.01,0.0,0.09,0.01,0.0,0.01,0.0,0.01,0.78,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.0
9,0.0,0.0,0.0,0.10204081632653061,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.8061224489795918,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.01020408163265306
10,0.0,0.010309278350515464,0.0,0.12371134020618556,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.7938144329896907,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.010309278350515464,0.010309278350515464,0.010309278350515464
11,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.10891089108910891,0.009900990099009901,0.0,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0,0.0,0.7524752475247525,0.009900990099009901,0.0,0.0,0.0,0.019801980198019802,0.019801980198019802,0.009900990099009901,0.009900990099009901
12,0.0,0.01,0.01,0.09,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.8,0.0,0.0,0.0,0.02,0.01,0.01,0.01
13,0.0,0.01020408163265306,0.01020408163265306,0.09183673469387754,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.8163265306122449,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0
14,0.0,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.8316831683168316,0.009900990099009901,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.009900990099009901
15,0.0,0.01,0.0,0.01,0.12,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.76,0.02,0.01,0.02,0.0
16,0.0,0.0,0.0,0.0,0.1212121212121212,0.0101010101010101,0.0,0.0,0.0101010101010101,0.0101010101010101,0.0,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0,0.0202020202020202,0.7676767676767676,0.0101010101010101,0.0202020202020202,0.0
17,0.0,0.010309278350515464,0.010309278350515464,0.0,0.10309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.020618556701030927,0.010309278350515464,0.8144329896907216,0.010309278350515464,0.010309278350515464
18,0.0,0.01,0.01,0.01,0.08,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.81,0.0
19,0.0,0.010204081632653062,0.0,0.0,0.11224489795918367,0.010204081632653062,0.0,0.010204081632653062,0.0,0.0,0.0,0.010204081632653062,0.010204081632653062,0.010204081632653062,0.0,0.030612244897959183,0.0,0.020408163265306124,0.0,0.7755102040816326
